# model=heuristic triples=9188 ents=523 rels=32
# metrics={'mrr': 0.0, 'hits_at_1': 0.0, 'hits_at_5': 0.0, 'hits_at_10': 0.0}
subject	predicate	object	score
phenotype_61	AFFECTS	phenotype_83	0.757319234649451
FOXP3	INTERACTS_WITH	gene_62	0.589524041748357
chemical_66	TREATS	disease_69	0.43046952240613845
disease_47	AFFECTS	phenotype_80	0.5278110379281393
clopidogrel	AFFECTS	phenotype_88	0.39010611989535243
disease_34	AFFECTS	gene_73	0.46223726743633603
disease_82	ASSOCIATED_WITH	gene_30	0.5665055031906537
chemical_31	CAUSES	disease_23	0.43306834842552694
gene_29	AFFECTS	KRAS	0.5343684149773197
stroke	AFFECTS	AKT1	0.5278110379281393
STAT3	AFFECTS	gene_72	0.5933848084199426
chemical_45	STIMULATES	gene_19	0.5186920061409817
disease_88	ASSOCIATED_WITH	INS	0.5665055031906537
phenotype_7	AFFECTS	phenotype_8	0.6786307100592869
melanoma	AFFECTS	phenotype_68	0.44256513628879507
chemical_35	STIMULATES	gene_70	0.5186920061409817
phenotype_29	CO_OCCURRED_WITH	phenotype_49	0.6400760965300316
chemical_2	AFFECTS	necrosis	0.4950241526822377
GABA	STIMULATES	gene_65	0.544921514337703
hypertension	ASSOCIATED_WITH	phenotype_63	0.5468333720431127
disease_3	CAUSES	phenotype_84	0.4789699877697892
gene_78	AFFECTS	gene_31	0.639286447764205
gene_55	AFFECTS	phenotype_39	0.5671553002232214
metoprolol	TREATS	depression	0.46981378470122037
Alzheimer disease	ASSOCIATED_WITH	gene_2	0.5927350113873749
chemical_78	AFFECTS	neurodifferentiation	0.46223726743633603
chemical_66	INHIBITS	phenotype_10	0.6019643970103365
chemical_73	REGULATES	MGST1	0.5005819981103143
BDNF	REGULATES	PIK3CA	0.6841885554873637
chemical_68	PREVENTS	disease_84	0.40488379498050386
disease_75	ASSOCIATED_WITH	phenotype_24	0.4812596015513095
chemical_55	REGULATES	MYC	0.5727131456512979
sclerosis	CAUSES	phenotype_72	0.4986421189173302
phenotype_36	AFFECTS	calcification	0.5933848084199427
insulin	STIMULATES	platelet aggregation	0.525249383190162
MMP9	STIMULATES	phenotype_30	0.6891838094196703
gene_75	INTERACTS_WITH	PIK3CA	0.6747699433877014
gene_68	AFFECTS	phenotype_73	0.5737126772724016
chemical_28	PREVENTS	disease_9	0.43767068022640554
gene_66	STIMULATES	phenotype_21	0.5711510225344243
chemical_41	INHIBITS	phenotype_81	0.43147259373164804
chemical_54	STIMULATES	gene_60	0.42688872745245704
gene_74	STIMULATES	phenotype_3	0.6236100389278669
chemical_27	AFFECTS	hyperplasia	0.47535202153469663
osteoclastogenesis	CO_OCCURRED_WITH	phenotype_6	0.587617080136589
chemical_80	PREVENTS	fibromyalgia	0.5098018277673891
phenotype_39	CO_OCCURRED_WITH	phenotype_22	0.6335187194808514
Alzheimer disease	CAUSES	phenotype_53	0.6035601517042155
PSEN2	STIMULATES	phenotype_6	0.6891838094196703
psoriasis	CAUSES	phenotype_48	0.5773306435074942
disease_18	ASSOCIATED_WITH	SOD1	0.5337186179447521
phenotype_28	AFFECTS	phenotype_49	0.5212536608789591
disease_28	AFFECTS	phenotype_0	0.47535202153469663
cirrhosis	AFFECTS	gene_66	0.5081389067805984
neuropathy	ASSOCIATED_WITH	MAPK1	0.5468333720431127
disease_2	ASSOCIATED_WITH	SOD1	0.5402759949939324
PSEN2	STIMULATES	phenotype_36	0.7285280717147522
phenotype_91	CO_OCCURRED_WITH	phenotype_89	0.567944948989048
chemical_48	TREATS	disease_45	0.3845678830618761
disease_11	AFFECTS	gene_66	0.44256513628879507
disease_22	CAUSES	phenotype_83	0.6494617910484778
chemical_84	PRODUCES	Parkin	0.573883341207789
chemical_50	REGULATES	gene_60	0.49402462106113404
hydrochlorothiazide	INHIBITS	phenotype_69	0.5560627576660742
chemical_64	PREVENTS	disease_65	0.4901296966198482
phenotype_54	AFFECTS	angiogenesis	0.5081389067805984
aspirin	TREATS	eczema	0.5091580469963023
gene_34	AFFECTS	phenotype_64	0.619614316616664
VEGFA	REGULATES	gene_54	0.553041014503757
cortisol	PREVENTS	disease_35	0.48357231957066776
gene_31	INTERACTS_WITH	gene_34	0.6157535499450784
disease_31	AFFECTS	neurodifferentiation	0.44912251333797537
gene_68	AFFECTS	gene_6	0.5474831690756803
phenotype_50	CO_OCCURRED_WITH	phenotype_65	0.6007318342349497
resveratrol	STIMULATES	BRCA1	0.5318067602393424
gene_53	STIMULATES	thrombopoiesis	0.5973805307311457
chemical_9	STIMULATES	FOXP3	0.4793477438458997
chemical_42	PRODUCES	PSEN2	0.6656866198963136
disease_26	CAUSES	phenotype_23	0.41995359432716634
gene_83	AFFECTS	mTOR	0.560597923174041
disease_55	AFFECTS	phenotype_28	0.48846677563305735
CAT	STIMULATES	phosphorylation	0.603937907780326
disease_74	ASSOCIATED_WITH	gene_30	0.5665055031906537
phenotype_48	CO_OCCURRED_WITH	phenotype_22	0.6597482276775726
gene_30	STIMULATES	phenotype_34	0.721970694665572
chemical_51	TREATS	disease_23	0.5026006699471219
gene_3	REGULATES	phenotype_54	0.533368883356216
thrombosis	AFFECTS	gene_62	0.5474831690756804
sarcoma	AFFECTS	VEGFA	0.5933848084199426
chemical_76	PREVENTS	disease_14	0.4639001884231268
disease_54	AFFECTS	gene_57	0.599942185469123
chemical_82	REGULATES	gene_62	0.5268115063070357
phenotype_68	CO_OCCURRED_WITH	phenotype_3	0.6400760965300316
chemical_79	TREATS	disease_77	0.48292853879958103
disease_14	AFFECTS	gene_70	0.5081389067805984
disease_0	ASSOCIATED_WITH	phenotype_56	0.5206038638463915
mTOR	INTERACTS_WITH	SOD1	0.6223109269942587
vitamin E	PRODUCES	PSEN1	0.6001128494045104
gene_32	REGULATES	phenotype_57	0.6251721620447406
chemical_79	PRODUCES	NOS3	0.5279817018635268
chemical_62	PREVENTS	cirrhosis	0.45734281137394656
chemical_10	STIMULATES	gene_0	0.48590512089508
vasoconstriction	AFFECTS	leukopoiesis	0.5737126772724016
stroke	AFFECTS	gene_60	0.5278110379281393
chemical_70	REGULATES	gene_40	0.5858278997496587
osteoclastogenesis	AFFECTS	adipogenesis	0.6130569395674836
phenotype_76	AFFECTS	phenotype_0	0.5540405461248606
disease_64	ASSOCIATED_WITH	gene_53	0.5271612408955718
gene_40	AFFECTS	EGFR	0.5933848084199427
phenotype_33	CO_OCCURRED_WITH	hyperplasia	0.6728629817759333
disease_39	AFFECTS	leukopoiesis	0.5540405461248606
disease_9	ASSOCIATED_WITH	MYC	0.5665055031906537
phenotype_90	CO_OCCURRED_WITH	platelet aggregation	0.5810597030874087
serotonin	TREATS	disease_30	0.5616170633897449
chemical_68	AFFECTS	hypertrophy	0.4360077592396147
gene_56	REGULATES	methylation	0.6382869161431013
disease_47	ASSOCIATED_WITH	phenotype_73	0.5402759949939324
ACE	INTERACTS_WITH	gene_35	0.609196172895898
catechin	PRODUCES	PIK3CA	0.6460144887487727
chemical_28	TREATS	Raynaud phenomenon	0.48948591584876133
quercetin	REGULATES	PSEN1	0.5136967522086751
Parkin	AFFECTS	VEGFA	0.6064995625183033
gene_0	STIMULATES	apoptosis	0.6891838094196703
disease_36	ASSOCIATED_WITH	phenotype_61	0.5992923884365554
GSTP1	REGULATES	phenotype_67	0.5989426538480194
chemical_51	PRODUCES	SOD1	0.6066702264536906
chemical_16	STIMULATES	phenotype_22	0.5383641372885226
PIK3CA	REGULATES	gene_22	0.6645164243398226
gene_72	AFFECTS	phenotype_66	0.6130569395674835
angiogenesis	CO_OCCURRED_WITH	phenotype_66	0.6335187194808514
disease_28	ASSOCIATED_WITH	anaplasia	0.4747022245021291
chemical_32	PREVENTS	disease_64	0.5229165818657499
disease_88	ASSOCIATED_WITH	gene_6	0.5074891097480307
Parkin	STIMULATES	phenotype_24	0.6367247930262276
gene_69	REGULATES	BRCA2	0.4612377358152325
phenotype_36	CO_OCCURRED_WITH	phenotype_4	0.666305604726753
disease_83	AFFECTS	phenotype_31	0.4950241526822377
chemical_52	STIMULATES	gene_43	0.49901987499344064
chemical_85	INHIBITS	phenotype_34	0.5757348888136152
warfarin	TREATS	disease_36	0.40424001420941713
CAT	AFFECTS	NQO1	0.6130569395674836
chemical_65	STIMULATES	gene_7	0.5121346290918013
gene_41	STIMULATES	phenotype_28	0.49901987499344064
phenotype_31	AFFECTS	phenotype_24	0.6261716936658442
gene_7	STIMULATES	phenotype_79	0.544921514337703
INS	STIMULATES	osteoblastogenesis	0.6236100389278669
disease_81	ASSOCIATED_WITH	inflammation	0.5992923884365553
chemical_60	PREVENTS	disease_85	0.5557034671116514
leukemia	AFFECTS	NOS3	0.5081389067805984
disease_50	AFFECTS	gene_50	0.5933848084199427
SOD2	REGULATES	APOE	0.7104180636840849
phenotype_56	AFFECTS	phenotype_11	0.5933848084199426
disease_16	CAUSES	insulin resistance	0.5183142500648713
gene_3	STIMULATES	metaplasia	0.6629543012229488
chemical_11	REGULATES	gene_13	0.5071393751594947
BRCA1	REGULATES	phenotype_33	0.6186147849955602
magnesium	AFFECTS	phenotype_12	0.5343684149773197
mTOR	AFFECTS	gene_25	0.5278110379281393
phenotype_5	CO_OCCURRED_WITH	phenotype_11	0.6204039653824907
colitis	ASSOCIATED_WITH	MMP9	0.6189645195840964
chemical_13	PRODUCES	gene_24	0.5476538330110677
disease_24	ASSOCIATED_WITH	phenotype_78	0.4615874704037685
MYC	INTERACTS_WITH	gene_36	0.6682125663385211
gene_24	AFFECTS	CAT	0.560597923174041
phenotype_88	CO_OCCURRED_WITH	phenotype_54	0.4630269162021628
estrogen	STIMULATES	phenotype_33	0.5580362684360637
phenotype_42	AFFECTS	inflammation	0.6720733330101066
chemical_40	AFFECTS	necrosis	0.4950241526822377
disease_17	ASSOCIATED_WITH	phenotype_70	0.5140464867972111
chemical_5	STIMULATES	phenotype_4	0.5186920061409817
metformin	PRODUCES	STAT3	0.573883341207789
phenotype_72	AFFECTS	apoptosis	0.6327290707150246
chemical_18	REGULATES	AKT1	0.48090986696277344
chemical_42	STIMULATES	ubiquitination	0.5514788913868833
heparin	INHIBITS	phenotype_74	0.4970463642234513
leukopoiesis	CO_OCCURRED_WITH	hypertrophy	0.5941744571857693
disease_56	AFFECTS	phenotype_42	0.5540405461248606
colitis	AFFECTS	VEGFA	0.5146962838297787
disease_37	ASSOCIATED_WITH	phenotype_72	0.4812596015513095
sepsis	AFFECTS	MYC	0.501581529731418
gene_56	AFFECTS	STAT3	0.619614316616664
gene_13	INTERACTS_WITH	APOE	0.7337863368303242
gene_72	AFFECTS	gene_63	0.580270054321582
disease_46	AFFECTS	ACE	0.501581529731418
gene_3	AFFECTS	hypoxia	0.5671553002232214
eczema	AFFECTS	phenotype_11	0.5146962838297787
chemical_85	PREVENTS	disease_25	0.43111330317722524
gene_77	REGULATES	gene_67	0.5792705227004783
omeprazole	INHIBITS	methylation	0.5298332494693528
chemical_34	CAUSES	disease_71	0.43306834842552694
gene_33	AFFECTS	neurodifferentiation	0.481909398583877
phenotype_41	AFFECTS	phenotype_49	0.599942185469123
APOE	AFFECTS	neurodifferentiation	0.6130569395674835
chemical_84	STIMULATES	ubiquitination	0.5186920061409817
gene_4	STIMULATES	phenotype_13	0.6170526618786867
warfarin	INHIBITS	phenotype_49	0.5036037412726316
phenotype_81	AFFECTS	phenotype_46	0.481909398583877
chemical_62	PRODUCES	gene_38	0.5214243248143464
disease_76	AFFECTS	BRCA2	0.44256513628879507
fish oil	AFFECTS	phenotype_19	0.5081389067805984
chemical_74	INHIBITS	phenotype_16	0.4970463642234513
phenotype_46	CO_OCCURRED_WITH	phenotype_58	0.5810597030874086
gene_1	INTERACTS_WITH	TNF	0.64854043519098
anemia	ASSOCIATED_WITH	phenotype_53	0.553390749092293
Raynaud phenomenon	AFFECTS	gene_28	0.5081389067805984
chemical_47	INHIBITS	methylation	0.6085217740595168
chemical_5	INHIBITS	phenotype_34	0.5363906265185332
chemical_22	STIMULATES	phenotype_6	0.4793477438458997
chemical_0	INHIBITS	phenotype_12	0.5363906265185332
chemical_22	TREATS	fibromyalgia	0.4763711617504007
chemical_52	PREVENTS	cardiomyopathy	0.47045756547230716
chemical_33	INHIBITS	phenotype_78	0.45770210192836924
gene_49	STIMULATES	phenotype_5	0.6563969241737686
MMP9	REGULATES	SOD1	0.6645164243398226
chemical_3	CAUSES	disease_9	0.44618310252388765
gene_49	AFFECTS	gene_35	0.6130569395674836
gene_16	AFFECTS	EGFR	0.599942185469123
chemical_30	STIMULATES	phenotype_0	0.5121346290918013
testosterone	INHIBITS	phenotype_33	0.6347512822562381
phenotype_15	AFFECTS	necrosis	0.5671553002232214
disease_2	AFFECTS	gene_84	0.4491225133379754
gene_81	AFFECTS	phenotype_80	0.5737126772724016
gene_49	STIMULATES	phenotype_85	0.5711510225344243
phenotype_83	AFFECTS	phenotype_30	0.6917454641576476
disease_13	ASSOCIATED_WITH	phenotype_18	0.5337186179447521
phenotype_22	CO_OCCURRED_WITH	phenotype_63	0.6990924899726545
chemical_63	STIMULATES	gene_50	0.5514788913868833
chemical_50	CAUSES	disease_25	0.413396217277986
bronchitis	AFFECTS	CD4	0.5540405461248606
phenotype_52	CO_OCCURRED_WITH	phenotype_20	0.4892564243988841
phenotype_48	AFFECTS	phenotype_71	0.5474831690756803
phenotype_72	AFFECTS	phenotype_66	0.5868274313707623
phenotype_43	AFFECTS	phenotype_31	0.599942185469123
disease_5	ASSOCIATED_WITH	phenotype_75	0.4681448474529488
digoxin	PRODUCES	gene_45	0.5476538330110677
chemical_83	REGULATES	IFNG	0.48090986696277344
dopamine	INHIBITS	erythropoiesis	0.5954070199611562
BRCA1	REGULATES	phenotype_13	0.61205740794638
chemical_39	STIMULATES	phenotype_26	0.4006592192557357
chemical_3	STIMULATES	NQO1	0.5580362684360637
aspirin	REGULATES	gene_30	0.6514016702414619
gene_57	STIMULATES	phenotype_65	0.603937907780326
disease_80	CAUSES	phenotype_0	0.511756873015691
chemical_13	STIMULATES	phenotype_15	0.48590512089508003
chemical_74	STIMULATES	phenotype_80	0.5121346290918013
disease_40	AFFECTS	gene_2	0.560597923174041
gene_7	INTERACTS_WITH	gene_66	0.6026387958467178
disease_55	AFFECTS	adipogenesis	0.5933848084199427
chemical_33	PREVENTS	asthma	0.4639001884231268
gene_40	REGULATES	phenotype_19	0.6055000308971996
gene_57	INTERACTS_WITH	gene_30	0.7731305991254064
osteoporosis	ASSOCIATED_WITH	adipogenesis	0.5665055031906537
gene_54	AFFECTS	phenotype_59	0.639286447764205
MMP9	REGULATES	gene_52	0.6382869161431013
hypoxia	AFFECTS	phenotype_46	0.5343684149773197
catechin	PRODUCES	Parkin	0.6328997346504119
vitamin D	TREATS	disease_85	0.4960432928979417
chemical_5	PREVENTS	eczema	0.44422805727558584
chemical_7	REGULATES	gene_13	0.5464836374545766
disease_3	CAUSES	phenotype_45	0.4199535943271663
PSEN2	REGULATES	mTOR	0.7104180636840849
gene_76	INTERACTS_WITH	CXCL8	0.5698519106008161
amlodipine	STIMULATES	phenotype_14	0.6104952848295063
gene_75	AFFECTS	PSEN2	0.6851880871084671
chemical_6	STIMULATES	gene_82	0.4793477438458997
phenotype_32	CO_OCCURRED_WITH	phenotype_13	0.626961342431671
chemical_69	PREVENTS	psoriasis	0.5032444507182088
chemical_39	STIMULATES	phenotype_87	0.45311823564917836
oxidation	AFFECTS	metaplasia	0.639286447764205
phenotype_50	AFFECTS	phenotype_38	0.6589585789117459
chemical_61	TREATS	disease_23	0.4370268994553187
gene_71	AFFECTS	gene_52	0.5474831690756804
caffeic acid	CAUSES	disease_60	0.4396257254747073
disease_21	CAUSES	phenotype_2	0.4461831025238876
warfarin	REGULATES	gene_9	0.48090986696277344
CAT	REGULATES	gene_48	0.5727131456512979
disease_89	AFFECTS	gene_37	0.5278110379281393
phenotype_4	CO_OCCURRED_WITH	phenotype_26	0.548272817841507
disease_78	ASSOCIATED_WITH	apoptosis	0.5861776343381947
phenotype_59	AFFECTS	phenotype_49	0.6655159559609263
chemical_56	INHIBITS	calcification	0.5757348888136152
acetylcholine	REGULATES	HMOX1	0.4874672440119538
phenotype_86	CO_OCCURRED_WITH	phenotype_80	0.5810597030874087
disease_22	ASSOCIATED_WITH	gene_66	0.553390749092293
phenotype_33	CO_OCCURRED_WITH	phenotype_3	0.705649867021835
fibromyalgia	CAUSES	phenotype_7	0.6297896599009368
disease_60	ASSOCIATED_WITH	Parkin	0.6058497654857357
disease_29	CAUSES	phenotype_1	0.5576585123599532
SOD2	STIMULATES	phenotype_17	0.5973805307311456
disease_15	AFFECTS	phenotype_75	0.41633562809207375
sclerosis	AFFECTS	phenotype_61	0.599942185469123
chemical_68	STIMULATES	MYC	0.5186920061409817
cirrhosis	ASSOCIATED_WITH	phenotype_58	0.5468333720431127
chemical_50	INHIBITS	phenotype_23	0.451144724879189
Alzheimer disease	ASSOCIATED_WITH	gene_61	0.6255218966332766
disease_46	AFFECTS	phenotype_11	0.48846677563305735
disease_16	ASSOCIATED_WITH	STAT3	0.5599481261414734
vitamin B12	CAUSES	disease_66	0.39372408613044496
disease_43	ASSOCIATED_WITH	gene_36	0.5533907490922931
chemical_56	INHIBITS	phenotype_71	0.5429480035677136
chemical_9	STIMULATES	hypoxia	0.5383641372885226
TDP43	REGULATES	neurogenesis	0.5595983915529372
CRP	AFFECTS	phenotype_61	0.6720733330101066
phenotype_18	AFFECTS	lipid peroxidation	0.639286447764205
EGFR	AFFECTS	DNA damage	0.6130569395674836
gene_31	REGULATES	gene_81	0.6448442931922815
chemical_19	CAUSES	carcinoma	0.4658552336714286
gene_53	REGULATES	osteoblastogenesis	0.5923852767988389
chemical_36	TREATS	disease_83	0.41735476830777773
INS	REGULATES	phenotype_76	0.5923852767988389
chemical_83	INHIBITS	neurogenesis	0.5626201347152545
pancreatitis	ASSOCIATED_WITH	phenotype_41	0.5206038638463915
gene_16	REGULATES	IFNG	0.5792705227004783
chemical_50	PREVENTS	disease_87	0.5163592048165695
hydrochlorothiazide	INHIBITS	phenotype_58	0.5888496429119758
disease_20	AFFECTS	phenotype_75	0.46223726743633603
HMOX1	REGULATES	phenotype_33	0.6251721620447406
disease_66	ASSOCIATED_WITH	phenotype_35	0.45503009335458816
chemical_39	INHIBITS	phenotype_49	0.5167184953709922
testosterone	AFFECTS	phenotype_25	0.501581529731418
chemical_52	INHIBITS	phenotype_44	0.5429480035677136
inflammation	AFFECTS	lipid peroxidation	0.7245323494035493
lisinopril	INHIBITS	metaplasia	0.6281939052070579
chemical_15	INHIBITS	phenotype_91	0.45770210192836924
gene_73	REGULATES	gene_33	0.5071393751594947
chemical_17	INHIBITS	phenotype_70	0.47081685602672996
chemical_32	AFFECTS	phenotype_35	0.5278110379281393
phenotype_13	AFFECTS	phenotype_31	0.6786307100592869
disease_52	AFFECTS	gene_55	0.481909398583877
chemical_75	PREVENTS	disease_72	0.4507854343247662
PSEN1	REGULATES	gene_77	0.5989426538480193
gene_63	INTERACTS_WITH	CD4	0.668212566338521
cyclosporine	PREVENTS	disease_25	0.44422805727558584
phenotype_40	AFFECTS	phenotype_78	0.48846677563305735
gene_77	INTERACTS_WITH	IL1B	0.6157535499450784
chemical_75	TREATS	disease_10	0.4501416535536794
magnesium	AFFECTS	neurogenesis	0.5671553002232214
gene_79	REGULATES	phenotype_65	0.5727131456512979
gene_49	INTERACTS_WITH	gene_52	0.6419830581417997
heparin	PRODUCES	gene_58	0.4951948166176251
disease_58	ASSOCIATED_WITH	LRRK2	0.5074891097480307
gene_19	AFFECTS	gene_43	0.560597923174041
phenotype_56	AFFECTS	acetylation	0.5409257920265
gene_17	INTERACTS_WITH	gene_16	0.6419830581417997
disease_52	AFFECTS	angiogenesis	0.46223726743633603
chemical_21	CAUSES	disease_76	0.42651097137634664
chemical_20	CAUSES	disease_23	0.36749457793372364
ibuprofen	TREATS	hepatitis	0.5157154240454827
gene_55	AFFECTS	IFNG	0.5278110379281393
chemical_63	STIMULATES	phenotype_4	0.5580362684360637
chemical_32	STIMULATES	gene_82	0.5318067602393424
gene_32	AFFECTS	gene_59	0.560597923174041
neuropathy	ASSOCIATED_WITH	gene_42	0.5796202572890143
chemical_8	STIMULATES	gene_55	0.525249383190162
magnesium	REGULATES	Parkin	0.6251721620447406
carcinoma	AFFECTS	DNA damage	0.580270054321582
gene_60	AFFECTS	gene_27	0.4556798903871557
Parkin	INTERACTS_WITH	SOD2	0.707556828633603
metoprolol	PREVENTS	disease_10	0.4376706802264055
chemical_83	PREVENTS	cardiomyopathy	0.47045756547230716
chemical_2	INHIBITS	phenotype_13	0.5429480035677136
chemical_4	PREVENTS	disease_26	0.44422805727558584
hypoxia	CO_OCCURRED_WITH	phenotype_4	0.6400760965300316
resveratrol	PRODUCES	gene_50	0.6001128494045104
metformin	PRODUCES	gene_41	0.5214243248143464
chemical_77	AFFECTS	phenotype_86	0.4360077592396147
asthma	AFFECTS	VEGFA	0.521253660878959
epilepsy	ASSOCIATED_WITH	dysplasia	0.5468333720431127
disease_56	CAUSES	phenotype_30	0.5970027746550352
gene_41	AFFECTS	phenotype_42	0.5540405461248606
gene_56	STIMULATES	phenotype_58	0.6301674159770473
disease_51	ASSOCIATED_WITH	phenotype_46	0.4484727163054078
disease_76	AFFECTS	phenotype_64	0.5933848084199427
lithium	CAUSES	pancreatitis	0.4396257254747073
chemical_18	REGULATES	gene_48	0.5071393751594947
phenotype_67	CO_OCCURRED_WITH	phenotype_10	0.6335187194808514
INS	AFFECTS	phenotype_54	0.5409257920265
gene_67	STIMULATES	phenotype_21	0.5514788913868833
phenotype_64	AFFECTS	necrosis	0.6917454641576476
gene_75	AFFECTS	NFKB1	0.639286447764205
gene_29	AFFECTS	gene_3	0.5933848084199427
chemical_84	TREATS	osteoporosis	0.4501416535536794
chemical_69	PREVENTS	hepatitis	0.45734281137394645
chemical_17	INHIBITS	phenotype_16	0.45770210192836924
neuropathy	ASSOCIATED_WITH	gene_65	0.6517514048299979
chemical_38	PREVENTS	disease_58	0.4901296966198481
chemical_20	AFFECTS	phenotype_83	0.5278110379281393
bronchitis	ASSOCIATED_WITH	gene_79	0.553390749092293
gene_11	STIMULATES	lipid peroxidation	0.6236100389278669
gene_50	STIMULATES	phenotype_59	0.702298563518031
gene_13	INTERACTS_WITH	gene_11	0.628868304043439
disease_34	ASSOCIATED_WITH	CD8A	0.45503009335458816
disease_47	ASSOCIATED_WITH	gene_2	0.5599481261414734
GPX1	REGULATES	phenotype_42	0.6120574079463799
disease_39	AFFECTS	glycosylation	0.501581529731418
chemical_54	STIMULATES	phenotype_70	0.42688872745245704
GPX1	AFFECTS	phenotype_18	0.580270054321582
APOE	INTERACTS_WITH	gene_71	0.6747699433877014
chemical_30	PREVENTS	disease_16	0.4770149425214875
neurodifferentiation	CO_OCCURRED_WITH	phenotype_34	0.6072892112841299
disease_41	AFFECTS	phenotype_41	0.560597923174041
disease_30	ASSOCIATED_WITH	gene_76	0.5402759949939324
phenotype_36	CO_OCCURRED_WITH	phenotype_58	0.646633473579212
PSEN1	STIMULATES	phenotype_15	0.544921514337703
testosterone	STIMULATES	phenotype_7	0.6301674159770473
gene_30	REGULATES	PSEN2	0.8022213423726094
gene_40	AFFECTS	gene_62	0.6458438248133852
phenotype_51	AFFECTS	phenotype_62	0.501581529731418
disease_32	ASSOCIATED_WITH	gene_26	0.4484727163054078
